"","libelle_rome","code_rome","fap2009_SansQualif_agreg","fap2009_AvecQualif_agreg"
"6283","Agent / Agente d'équipement automatisé de production du travail des métaux et composites","H2906","Z","D"
"6284","Conduite d'installation automatisée ou robotisée de fabrication mécanique","H2906","Z","D"
"6285","Conducteur / Conductrice de système de production automatisée en fabrication mécanique","H2906","Z","D"
"6286","Conducteur / Conductrice de machines de soudage","H2906","Z","D"
"6287","Conducteur / Conductrice de machines automatiques en montage-assemblage mécanique","H2906","Z","D"
"6288","Conducteur / Conductrice de machines automatiques de soudage à l'arc","H2906","Z","D"
"6289","Opérateur / Opératrice sur machine automatique de production du travail des métaux et composites","H2906","Z","D"
"6290","Soudeur / Soudeuse sur machines automatiques de soudage à l'arc","H2906","Z","D"
"6291","Opérateur / Opératrice sur machine automatisée de montage-assemblage mécanique","H2906","Z","D"
"6292","Agent / Agente d'équipement automatisé de fabrication mécanique","H2906","Z","D"
"6293","Soudeur / Soudeuse sur machines automatiques par résistance","H2906","Z","D"
"6294","Opérateur / Opératrice sur machine de soudage","H2906","Z","D"
"6295","Conducteur / Conductrice d'installation robotisée","H2906","Z","D"
"6296","Agent d'exécution polyvalent / Agente d'exécution polyvalente d'équipement automatisé du travail des métaux et composites","H2906","Z","D"
"6297","Conducteur / Conductrice d'installation automatisée en fabrication mécanique","H2906","Z","D"
"6298","Soudeur / Soudeuse sur machines automatiques par bombardement d'électrons","H2906","Z","D"
"6299","Opérateur / Opératrice sur machine de soudage sous flux gazeux","H2906","Z","D"
"6300","Opérateur polyvalent / Opératrice polyvalente d'équipement automatisé du travail des métaux et composites","H2906","Z","D"
"6301","Agent / Agente d'équipement automatisé de production mécanique","H2906","Z","D"
"6302","Soudeur / Soudeuse sur machines automatiques par point","H2906","Z","D"
"6303","Opérateur régleur / Opératrice régleuse sur robot de soudage","H2906","Z","D"
"6304","Opérateur / Opératrice d'équipement de ferrage","H2906","Z","D"
"6305","Opérateur / Opératrice sur machines automatiques de soudage","H2906","Z","D"
"6306","Soudeur / Soudeuse sur machines automatiques par friction","H2906","Z","D"
"6307","Servant / Servante de machine en construction mécanique","H2906","Z","D"
"6308","Ouvrier / Ouvrière sur machine du travail des métaux et composites","H2906","Z","D"
"6309","Conducteur / Conductrice d'équipements de ferrage","H2906","Z","D"
"6310","Opérateur / Opératrice sur machine du travail des métaux et composites","H2906","Z","D"
"6311","Opérateur / Opératrice sur machine automatique de production mécanique","H2906","Z","D"
"6312","Opérateur / Opératrice de production d'équipement automatisé en construction mécanique","H2906","Z","D"
"6313","Appareilleur-gazier / Appareilleuse-gazière","H2907","Z","E"
"6314","Conducteur / Conductrice de four de réchauffage en première transformation des métaux","H2907","Z","E"
"6315","Chef de fusion en métallurgie","H2907","Z","E"
"6316","Conducteur / Conductrice d'installation de production des métaux","H2907","Z","E"
"6317","Fondeur Couleur / Fondeuse couleuse en métallurgie","H2907","Z","E"
"6318","Pilote d'installation de production des métaux","H2907","Z","E"
"6319","Ouvrier / Ouvrière de coulée en métallurgie","H2907","Z","E"
"6320","Conducteur / Conductrice de four de fusion en fonderie","H2907","Z","E"
"6321","Agent / Agente technique d'élaboration en fonderie","H2907","Z","E"
"6322","Opérateur / Opératrice de chaîne d'agglomération","H2907","Z","E"
"6323","Conducteur / Conductrice de four de coulée","H2907","Z","E"
"6324","Technicien / Technicienne de transformation métallurgique","H2907","Z","E"
"6325","Opérateur / Opératrice élaboration en fonderie","H2907","Z","E"
"6326","Fondeur / Fondeuse fusion en métallurgie","H2907","Z","E"
"6327","Conducteur / Conductrice de four en électrométallurgie","H2907","Z","E"
"6328","Conducteur-réchauffeur / Conductrice-réchauffeuse en métallurgie","H2907","Z","E"
"6329","Conducteur / Conductrice de chaînes d'agglomération en métallurgie","H2907","Z","E"
"6330","Couleur / Couleuse de ligne en métallurgie","H2907","Z","E"
"6331","Conducteur / Conductrice de poche de coulée","H2907","Z","E"
"6332","Opérateur / Opératrice de coulée en métallurgie","H2907","Z","E"
"6333","Conduite d'installation de production des métaux","H2907","Z","E"
"6334","Couleur-fondeur / Couleuse-fondeuse en métallurgie","H2907","Z","E"
"6335","Ouvrier / Ouvrière de plancher en métallurgie","H2907","Z","E"
"6336","Chef d'équipe à la fusion en fonderie","H2907","Z","E"
"6337","Conducteur / Conductrice de machines à couler sous pression","H2907","Z","E"
"6338","Ouvrier / Ouvrière de bassin en métallurgie","H2907","Z","E"
"6339","Ouvrier / Ouvrière de fusion en métallurgie","H2907","Z","E"
"6340","Chef d'équipe de fabrication en métallurgie","H2907","Z","E"
"6341","Ouvrier / Ouvrière sidérurgiste ","H2907","Z","E"
"6342","Ouvrier fondeur / Ouvrière fondeuse ","H2907","Z","E"
"6343","Opérateur / Opératrice d'agglomération en métallurgie","H2907","Z","E"
"6344","Opérateur / Opératrice foyer en métallurgie","H2907","Z","E"
"6345","Pilote d'installation de coulée continue","H2907","Z","E"
"6346","Conducteur / Conductrice de four en métallurgie","H2907","Z","E"
"6347","Responsable de fusion en métallurgie","H2907","Z","E"
"6348","Conducteur / Conductrice de presses aluminium à injecter","H2907","Z","E"
"6349","Technicien / Technicienne d'exploitation en production des métaux","H2907","Z","E"
"6350","Fondeur / Fondeuse en métallurgie","H2907","Z","E"
"6351","Couleur-pocheur / Couleuse-pocheuse en métallurgie","H2907","Z","E"
"6352","Pilote de machine à coulée","H2907","Z","E"
"6353","Conducteur / Conductrice de machines à mouler en fonderie","H2907","Z","E"
"6354","Conducteur-couleur / Conductrice-couleuse de four à arc en aluminium","H2907","Z","E"
"6355","Haut-fourniste","H2907","Z","E"
"6356","Coquilleur / Coquilleuse en fonderie","H2907","Z","E"
"6357","Chauffeur-conducteur / Chauffeuse-conductrice de four de forge/estampage","H2907","Z","E"
"6358","Opérateur / Opératrice d'affinage en métallurgie","H2907","Z","E"
"6359","Conducteur / Conductrice de four de fusion en métallurgie","H2907","Z","E"
"6360","Technicien / Technicienne de production en fonderie","H2907","Z","E"
"6361","Conducteur / Conductrice de four à induction","H2907","Z","E"
"6362","Chef de four en salle en métallurgie","H2907","Z","E"
"6363","Chargeur / Chargeuse de four en métallurgie","H2907","Z","E"
"6364","Conducteur / Conductrice de cubilots","H2907","Z","E"
"6365","Couleur / Couleuse en métallurgie","H2907","Z","E"
"6366","Cubilotier / Cubilotière en fonderie","H2907","Z","E"
"6367","Fondeur / Fondeuse sur site en métallurgie","H2907","Z","E"
"6368","Agent / Agente d'exploitation en production des métaux","H2907","Z","E"
"6369","Opérateur / Opératrice de production des métaux","H2907","Z","E"
"6370","Gestionnaire flux métal","H2907","Z","E"
"6371","Opérateur / Opératrice de haut-fourneau","H2907","Z","E"
"6372","Conducteur / Conductrice de haut-fourneau","H2907","Z","E"
"6373","Couleur-fondeur / Couleuse-fondeuse d'aluminium","H2907","Z","E"
"6374","Technicien / Technicienne de fabrication en sidérurgie","H2907","Z","E"
"6375","Modeleur / Modeleuse en céramique","H2908","Z","D"
"6376","Mouliste en matériaux non métalliques","H2908","Z","D"
"6377","Mouliste en céramique","H2908","Z","D"
"6378","Maquettiste modeleur / modeleuse","H2908","Z","D"
"6379","Modeleur / Modeleuse plaquiste","H2908","Z","D"
"6380","Modeleur traditionnel / Modeleuse traditionnelle","H2908","Z","D"
"6381","Modeleur / Modeleuse technique","H2908","Z","D"
"6382","Modeleur / Modeleuse sur matériaux non métalliques","H2908","Z","D"
"6383","Modeleur / Modeleuse céramiste","H2908","Z","D"
"6384","Modeleur / Modeleuse en fonderie","H2908","Z","D"
"6385","Modeleur / Modeleuse bois","H2908","Z","D"
"6386","Noyauteur / Noyauteuse en céramique","H2908","Z","D"
"6387","Modeleur / Modeleuse mouliste","H2908","Z","D"
"6388","Matriceur / Matriceuse en céramique","H2908","Z","D"
"6389","Technicien modeleur / Technicienne modeleuse","H2908","Z","D"
"6390","Modelage de matériaux non métalliques","H2908","Z","D"
"6391","Modeleur / Modeleuse résine","H2908","Z","D"
"6392","Modeleur / Modeleuse sur plâtre","H2908","Z","D"
"6393","Chef d'atelier de modelage","H2908","Z","D"
"6394","Mouliste en matériaux composites","H2908","Z","D"
"6395","Modeleur / Modeleuse matières plastiques","H2908","Z","D"
"6396","Noyauteur / Noyauteuse main sur matériaux non métalliques","H2908","Z","D"
"6397","Modeleur traditionnel / Modeleuse traditionnelle en céramique","H2908","Z","D"
"6398","Ouvrier / Ouvrière de montage en assemblage mécanique","H2909","Z","D"
"6399","Opérateur / Opératrice de montage-assemblage mécanique","H2909","Z","D"
"6400","Monteur / Monteuse d'assemblage mécanique de précision","H2909","Z","D"
"6401","Etancheur / Etancheuse en montage-assemblage mécanique","H2909","Z","D"
"6402","Aide-monteur / Aide-monteuse en montage-assemblage mécanique","H2909","Z","D"
"6403","Opérateur polyvalent / Opératrice polyvalente montage-assemblage mécanique","H2909","Z","D"
"6404","Monteur / Monteuse en grappe en cire perdue","H2909","Z","D"
"6405","Rhabilleur / Rhabilleuse en lunetterie","H2909","Z","D"
"6406","Agent / Agente de montage mécanique","H2909","Z","D"
"6407","Monteur / Monteuse sur chaîne d'assemblage","H2909","Z","D"
"6408","Agent / Agente de montage-assemblage mécanique","H2909","Z","D"
"6409","Aide-soudeur / Aide-soudeuse en montage-assemblage mécanique","H2909","Z","D"
"6410","Aide-mécanicien / Aide-mécanicienne en montage-assemblage mécanique","H2909","Z","D"
"6411","Opérateur / Opératrice sur ligne de montage mécanique","H2909","Z","D"
"6412","Monteur / Monteuse de pièces","H2909","Z","D"
"6413","Opérateur / Opératrice d'assemblage mécanique","H2909","Z","D"
"6414","Opérateur qualifié / Opératrice qualifiée de montage de véhicules","H2909","Z","D"
"6415","Retoucheur / Retoucheuse sur tôles nues en construction automobile","H2909","Z","D"
"6416","Agent / Agente de fabrication en montage-assemblage mécanique","H2909","Z","D"
"6417","Agent / Agente d'assemblage mécanique","H2909","Z","D"
"6418","Retoucheur sellier / Retoucheuse sellière en construction automobile","H2909","Z","D"
"6419","Opérateur / Opératrice de montage en montage-assemblage mécanique","H2909","Z","D"
"6420","Agent / Agente de production de montage-assemblage mécanique","H2909","Z","D"
"6421","Soudeur / Soudeuse en lunetterie","H2909","Z","D"
"6422","Opérateur / Opératrice de production en montage-assemblage mécanique","H2909","Z","D"
"6423","Retoucheur / Retoucheuse électricité en construction automobile","H2909","Z","D"
"6424","Ouvrier / Ouvrière de montage mécanique en aéronautique","H2909","Z","D"
"6425","Monteur / Monteuse en lunetterie","H2909","Z","D"
"6426","Monteur / Monteuse en ligne de fabrication automobile","H2909","Z","D"
"6427","Rhabilleur / Rhabilleuse en horlogerie","H2909","Z","D"
"6428","Ouvrier / Ouvrière de montage en construction automobile","H2909","Z","D"
"6429","Assembleur monteur / Assembleuse monteuse","H2909","Z","D"
"6430","Montage-assemblage mécanique","H2909","Z","D"
"6431","Mouleur / Mouleuse main","H2910","Z","D"
"6432","Opérateur / Opératrice remmoulage","H2910","Z","D"
"6433","Remmouleur / Remmouleuse","H2910","Z","D"
"6434","Chef d'équipe moulage/noyautage","H2910","Z","D"
"6435","Agent / Agente de fabrication en fonderie de moulage en sable","H2910","Z","D"
"6436","Opérateur / Opératrice noyautage","H2910","Z","D"
"6437","Machiniste aide mouleur / mouleuse","H2910","Z","D"
"6438","Plaquiste en fonderie","H2910","Z","D"
"6439","Moulage sable","H2910","Z","D"
"6440","Mouleur / Mouleuse de fonderie en fosse","H2910","Z","D"
"6441","Mouleur / Mouleuse plaquiste","H2910","Z","D"
"6442","Mouleur noyauteur / Mouleuse noyauteuse main","H2910","Z","D"
"6443","Noyauteur / Noyauteuse","H2910","Z","D"
"6444","Mouleur noyauteur / Mouleuse noyauteuse machine","H2910","Z","D"
"6445","Mouleur / Mouleuse de grosses pièces de fonderie en fosse","H2910","Z","D"
"6446","Mouleur / Mouleuse sable","H2910","Z","D"
"6447","Ferreur serrurier / Ferreuse serrurière","H2911","Z","D"
"6448","Charpentier-monteur industriel / Charpentière-monteuse industrielle","H2911","Z","D"
"6449","Charpentier traceur / Charpentière traceuse en charpentes métalliques","H2911","Z","D"
"6450","Métallier industriel / Métallière industrielle","H2911","Z","D"
"6451","Charpentier industriel / Charpentière industrielle","H2911","Z","D"
"6452","Assembleur / Assembleuse en construction et réparation navale","H2911","Z","D"
"6453","Traceur / Traceuse en charpentes métalliques","H2911","Z","D"
"6454","Charpentier industriel / Charpentière industrielle en charpentes métalliques","H2911","Z","D"
"6455","Serrurier / Serrurière en construction navale","H2911","Z","D"
"6456","Métallier-serrurier industriel / Métallière-serrurière industrielle","H2911","Z","D"
"6457","Métallier / Métallière en charpente industrielle","H2911","Z","D"
"6458","Métallier préparateur / Métallière préparatrice en charpentes métalliques","H2911","Z","D"
"6459","Assembleur / Assembleuse en armatures métalliques","H2911","Z","D"
"6460","Préparateur / Préparatrice en charpentes métalliques","H2911","Z","D"
"6461","Charpentier métallier industriel / Charpentière métallière industrielle","H2911","Z","D"
"6462","Charpentier / Charpentière fer","H2911","Z","D"
"6463","Ouvrier / Ouvrière de fabrication de charpentes métalliques","H2911","Z","D"
"6464","Traceur / Traceuse en construction navale","H2911","Z","D"
"6465","Réalisation de structures métalliques","H2911","Z","D"
"6466","Charpentier industriel / Charpentière industrielle en structures métalliques","H2911","Z","D"
"6467","Charpentier / Charpentière métallique en construction navale","H2911","Z","D"
"6468","Monteur industriel / Monteuse industrielle en charpentes métalliques","H2911","Z","D"
"6469","Régleur / Régleuse sur installation de soudage robotisé","H2912","Z","D"
"6470","Régleur / Régleuse de machine à couler","H2912","Z","D"
"6471","Régleur / Régleuse sur tour","H2912","Z","D"
"6472","Régleur / Régleuse de machine de frappe à froid","H2912","Z","D"
"6473","Régleur / Régleuse en production","H2912","Z","D"
"6474","Régleur / Régleuse sur four","H2912","Z","D"
"6475","Technicien régleur / Technicienne régleuse de machine de frappe à froid","H2912","Z","D"
"6476","Régleur / Régleuse de machine textile","H2912","Z","D"
"6477","Régleur / Régleuse sur robot de soudure","H2912","Z","D"
"6478","Régleur / Régleuse d'encocheuse","H2912","Z","D"
"6479","Régleur / Régleuse de machine d'usinage des matériaux","H2912","Z","D"
